cr714__requestsid,cr714_additionalinformation,cr714_currentstate,cr714_delegates,cr714_desiredfuturestate,cr714_disposition,cr714_howdiscovered,cr714_impact,importsequencenumber,cr714_location,cr714_name,cr714_program,cr714_projecttype,cr714_sg1comment,cr714_sg1notes,cr714_shorttitle,cr714_sponsornameflat,cr714_spotid,statuscode,statecode,timezoneruleversionnumber,cr714_timestamp_dqcheck,cr714_timestamp_pirtassessment,cr714_timestamp_prioritized,cr714_timestamp_projectcreation,cr714_timestamp_sg1review,cr714_timestamp_submitted,utcconversiontimezonecode,versionnumber,cr714_whenneeded,cr714_whenneededjustification,cr714_workflowstep,owningbusinessunit,cr714_sponsor.azureactivedirectoryobjectid
03224b6e-833d-f111-88b4-000d3a8b46c5,Project will be a small change order to existing projct - Susan Gilmore will route change management scope for existing scope vs decommissioning the asset.,"The lab has purchased and qualified a new Antaris II FT-NIR instrument with Windows 11 for GMP use, replacing the existing Antaris II FT-NIR instrument which is on Windows 7. The new GMP instrument has stricter security settings, making it slower and less efficient for tasks such as developing/creating NIR libraries. Library creation and development typically takes months of collecting spectra and processing data. Relying on one instrument for developing and GMP testing presents a bottleneck in testing efficiency.",,"The existing instrument will undergo a hardware upgrade by the vendor and its associated computer will be replaced with a Windows 11 computer from Takeda IT. The vendor will then perform a vendor qualification (IOQ) on the instrument and it will be tagged in the Raw Materials Lab to be used only for development work. The new Antaris II FT-NIR system will be used only for GMP testing.
This will:
•	Improve speed and efficiency of development activities
•	Keep the GMP system fully available for testing
•	Reduce overall time and cost
This is a low-cost, simple project (less than $14,000) with a short schedule:
•	Vendor performs upgrade and IOQ 
•	QC IT confirms configuration and network setup
•	QC Raw Materials updates SOP to a TOOL document",Cancelled,"This opportunity was identified during implementation of the new GMP instrument. It was observed that the new system’s security settings slow down development activities and that using one system for both GMP and development would reduce efficiency. 
The team also identified that upgrading the existing instrument would allow it to be repurposed for development work.","•	Development activities will take longer due to system limitations
•	The GMP instrument will have reduced availability
•	GMP testing may be delayed due to shared use
•	Overall lab efficiency will decrease",,300 Shire Way,300SW - QUAL - Repurpose Antaris II (AZR-132017) for development use,,,,,300SW - QUAL - Repurpose Antaris II (AZR-132017) for development use,Kurt Workman,,1,0,4,,,,,,2026-04-22 16:32:50.0000000,,24335517,2027-03-31 04:00:00.0000000,"This project must be completed by the provided date to allow the vendor to perform the window’s upgrade and IOQ so the existing instrument can be maintained for development use. Keeping this instrument will support development activities without impacting the new GMP system. Without this upgrade, development work would need to move to the GMP instrument, which would delay development activities due to stricter security settings and reduce efficiency by requiring method development and normal operations activities to share the same instrument.",2. Prioritization,04d25798-3a42-ee11-bdf5-000d3a8fd327,88096d3e-5281-4f84-b466-b146dba50a5f
a4e66bb7-0e02-f111-8407-6045bda6c590,,DO probes M800,gemma.mccarthy@takeda.com,Optical DO probes,Pending,Design Sprint FoF,TBD - ideally a swap out,,400 Shire Way,1053549 - FY26 - 400SW - FOF - Takhzyro: Optical DO Probe,Factory of the Future,Standard Project,,,1053549 - FY26 - 400SW - FOF - Takhzyro: Optical DO Probe,Nathan Spillane,,1,0,0,,,,2026-02-09 16:19:39.0000000,,,,24153167,2027-03-31 04:00:00.0000000,Supports capacity improvements at the bottleneck step of the 2k 9 hour cycle time reduction,7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,95f71023-bb3c-4d7b-bc0d-b9871c3cd68b
76412135-1dfd-f011-8406-7c1e5247a2b3,This project is required in order for us to meet the Global Sustainability goal of Net Zero carbon emissions by 2035.,"MABioOPs still have approximately 1,350 mT CO2 of Scope 1 emissions to remove after the completion of the projects currently in plan.  The majority of these Scope 1 emissions are from the Natural Gas fired steam boilers in 400SW.",,Electric generated plant steam capacity which will remove the remainder of the Scope 1 emissions at MBO.,Pending,This project is required to hit our Net Zero goals by 2035,The plant steam boilers in 400SW will need to be replaced with electric boilers (either electric resistance boilers or heat pump steam generators).  This will be done in a phased approach so as to minimize impact to operations.,,400 Shire Way; North Reading Warehouse,SPOT ID: 1061579 - MBO - EHS - Net Zero Program-Project 4,,Standard Project,,,SPOT ID: 1061579 - MBO - EHS - Net Zero Program-Project 4,Chad Gerald,,1,0,0,2026-02-03 05:00:00.0000000,2026-02-13 05:00:00.0000000,2026-01-31 05:00:00.0000000,2026-02-23 18:50:57.0000000,2026-02-20 05:00:00.0000000,2026-01-29 14:20:24.0000000,,23958587,2035-03-31 04:00:00.0000000,"This project will replace the existing 400SW steam boilers with an electric or heat pump version to remove the remainder of the Scope 1 emissions in support of the Net Zero goal for Takeda.  Additionally, we will review options to consider removal of the approximately 150 mT CO2 annual emissions of 200RPD.",7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,c85382f3-fe11-4a71-b61d-acfa29d8f3fb
0769b519-0a02-f111-8406-6045bdd8cc50,"Risk: bag update timelines and if its tied to other changes, bag inventory supply management",2 samples per day using offline instrument. 1-2 deviations per run for VCD outside of NOR or PAR. Variable yield across harvest pools and batches.,gemma.mccarthy@takeda.com,Validated at-scale model used to reduce offline sampling to once daily and improve cell bleed control to maintain viable cell density closer to setpoint,Pending,FoF July2024 Design Sprint,"Improve process variability, bag update required, no shutdown needed",,400 Shire Way,(1052612) 400SW - FOF - Increase Target cell density through capacitance probes for Replagal,Factory of the Future,Standard Project,,,(1052612) 400SW - FOF - Increase Target cell density through capacitance probes for Replagal,Gisela Chiang,,1,0,0,2026-02-09 05:00:00.0000000,2026-02-09 05:00:00.0000000,2026-02-09 05:00:00.0000000,2026-02-09 16:30:47.0000000,2026-02-09 05:00:00.0000000,2026-02-09 16:29:05.0000000,,23958579,2028-12-01 05:00:00.0000000,"Biocapacitance technology enables real-time monitoring of viable cell density (VCD) in bioreactors, reduces sampling needs, and enables stable control of VCD, enhancing the overall process consistency. 10% titer increase, Sample reduction: 50% sample reduction (after at scale model is built (50% reduction is from 2/day samples to 1/day sample). Earlier contamination detection (1-2 days prior to current state). Deviation reduction: Saving in time/resources",7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,5f70a104-c533-48ff-bb01-3069023e18c9
653011a3-a998-f011-b4cb-7c1e527d2157,"This change will provide the HVAC system, serving the Cell Bank areas, to have the ability to maintain the required DP between ISO classified spaces with minimal HVAC and Facilities intervention.  This change will also help reduce any delay time (I.E for cleanings) to the Cell Bank operations.

The change to the HVAC operations does not alter or add a quality requirement to the spaces and does not alter how the design for the system satisfies the system requirements. All associated ISO classification and DP shall remain the same.",The existing Cell Bank HVAC system requires manual return air volume adjustments to maintain desired room DP. This approach has proven inefficient and prone to drift from target pressures.,stephen.morgan@takeda.com,"Change the existing Cell Bank Dp control system to from a static CFM system to a dynamic static pressure control.  A Dynamic DP Control System, which is already in use at Takeda’s Cell Therapy site, is proposed to be implemented at the Cell Bank area to enhance automation, stability, and overall performance.",Pending,A consistent need for manual HVAC / facility and engineering intervention support has been required to maintain ISO classified Cell Bank operations.,"The inability to maintain the required DP between ISO classified rooms has caused an excessive amount of HVAC and Facility personnel time as well as delaying Cell Bank operations.
Trending alarm data for these rooms during Q2 alone was more than 5000 Minor equipment alarms and approximately 600 Major Equipment alarms.",,200 Shire Way,[FY25] - 200SW - AUTO - Cell Bank Environmental Pressure Cascade Dynamic Control,Automation,Simple Project,,,[FY25] - 200SW - AUTO - Cell Bank Environmental Pressure Cascade Dynamic Control,JD Fier,,1,0,0,2025-10-20 04:00:00.0000000,2025-11-20 05:00:00.0000000,2025-10-10 04:00:00.0000000,2026-02-24 16:59:31.0000000,2026-01-20 05:00:00.0000000,2025-10-03 04:00:00.0000000,,23958572,2025-09-30 04:00:00.0000000,An unoccupied space is required to perform a preliminary engineering feasibility study. The current availability of the 200SW Cell Bank space is November possibly early December (During a campaign Break).,7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,c85382f3-fe11-4a71-b61d-acfa29d8f3fb
e1e7a199-c518-f111-8341-7c1e52146c0e,"Goals & Objectives 
•	Standardize execution: Implement a single, risk-based leak response pathway for sterile core and adjacent areas with clear decision points for escalation and NCMR initiation.
•	Improve documentation quality: Achieve complete, consistent capture of critical event data needed for “where/why” understanding and investigation readiness.
•	Enable learning and prevention: Establish reliable trending and closed-loop learning so that prioritized leak drivers translate into effective CAPAs.
•	Speed + quality of handoff: Reduce delays and rework in transferring leak events into investigations and CAPA workflows (deviation/contamination investigations as applicable).","Leak response, particularly for higher-risk leaks on or near the sterile core, is not consistently executed using a risk-based, learning-driven approach. Escalation and NCMR triggering vary, event documentation is often incomplete/inconsistent, and critical “where/why” data are not reliably captured.",,"Establish a consistent, risk-based leak response that reliably captures the right data, drives appropriate escalation/NCMR use, enables meaningful trending, and converts leak events into timely, effective RCA/ CAPAs—reducing recurrence risk and strengthening sterile assurance decision-making.",Pending,There have been numerous instances of leak response forms not being fully completed or completed accurately.,"As a result, leak trending and investigations are weakened, and the organization stabilizes operations but does not consistently convert leak events into timely insights and effective CAPAs that prevent recurrence.",,400 Shire Way; 205 Alewife Brook Parkway,[OPEX] - 400SW - AGILE - Leak Response Workstream,AGILE-Operational Excellence,Simple Project,,,[OPEX] - 400SW - AGILE - Leak Response Workstream,Adam Kulczyk,,1,0,0,2026-03-05 05:00:00.0000000,2026-03-05 05:00:00.0000000,2026-03-05 05:00:00.0000000,2026-03-05 20:58:30.0000000,2026-03-05 05:00:00.0000000,2026-03-05 19:01:15.0000000,,23958566,2026-04-30 04:00:00.0000000,"The Leak Repsonse Workstream is a part of the Contamination-Free Sprint #2, which has a Febraury-April 2026 timeline.",7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,2e206058-c2e1-46c0-b68c-28eeb02607e3
98c49b2e-bc3d-f111-88b4-7c1e5215f4b4,N/A,Opportunity to implement new CAR 3.0 small investment change,,"SPOT: project entry of 0.5OY covering all small CAPEX investments (0.05 OY/~35kUSD) of the Fiscal Year for MRP / MYC planning * large (= tier 1) sites can plan multiple projects based on departments / functions (e.g. Quality, Production, Warehouse, etc.)
Manage small CAPEX funding for FY26

CAR: one lump-sum project approved through workflow by Site Head (no individual project CARs needed)
IO: one IO created by TBS for all small CAPEX orders of the Fiscal Year (PO > 0.05 should be not placed on this IO number!)
Reporting and Governance in responsibility of the Site. ARIBA can help to track orders and approvals of small CAPEX items",Pending,Opportunity to implement new CAR 3.0 small investment change,Without this funding Small CAPEX workflow would not be supported.,,200 Shire Way; 300 Shire Way; Belmont Warehouse; 400 Shire Way; 500 Shire Way; North Reading Warehouse,MBO - AIMP - FY26 - MA BioOps Facility Small Capex Investments,,Simple Project,,,MBO - AIMP - FY26 - MA BioOps Facility Small Capex Investments,Michael Gray,1062264,1,0,0,,,2026-04-22 15:08:31.0000000,2026-04-22 15:09:54.0000000,,,,23958148,2026-04-30 04:00:00.0000000,"Part of CAR 3.0 Process Improvement Release.  New Pre-Fund Type CAR to support Pre-Fund CARs in MA BioOps Site. 

SPOT: one project entry up to 1 OY covering all small CAPEX investments (0.05 OY/~35k EUR) of the Fiscal Year for MRP / MYC planning large (= tier 1) sites can plan multiple projects based on departments / functions (e.g. Quality, Production, Warehouse, etc.)",7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,6d1dd0f3-baad-4e85-ad77-4338a4bf75a1
f67bf6f6-45a5-f011-bbd3-7c1e527cd923,,The lease of validated box truck 292848 expires on 31JUL26 and will need to be decommissioned before turning truck into Penske,,validated leased truck fleet will be reduced from 4 to 3 as a value savings.,Pending,Lease agreement expires 31JUL26,No impact to operations,,North Reading Warehouse,[OPEX] [FY26] - 200RPD - AIMP - Decommissioning of Validated Truck,,Standard Project,,,[OPEX] [FY26] - 200RPD - AIMP - Decommissioning of Validated Truck,Terence Jackson,1059735,1,0,0,,,2025-10-05 04:00:00.0000000,2026-04-22 13:51:23.0000000,,2025-10-09 19:27:32.0000000,,23957770,2026-07-31 04:00:00.0000000,The lease of validated box truck 292848 expires on 31JUL26 and will need to be decommissioned before turning truck into Penske,7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,47dfdf99-13e2-441c-8c63-abbc31aa7da0
94978808-e43c-f111-88b4-000d3a8b49d9,None,The TAK-921 Program was recently approved requiring equipment investment,,Ready for engineering run in April 2027,Pending,Reviewed by process engineering facility fit analysis,None,,400 Shire Way,400SW - NPI - TAK-921 CAPEX Equipment,,Standard Project,,,400SW - NPI - TAK-921 CAPEX Equipment,Natalie Friel,1062258,1,0,0,,,,2026-04-22 12:54:00.0000000,,,,23957633,2027-04-30 04:00:00.0000000,Approved TAK-921 Program,7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,b5b1654c-02fc-4a2f-85d0-0f912c9ad724
3649dae7-5abb-f011-bbd3-7c1e527cd923,"19Mar26 - Submitted for SG1 based on coversation and email from Rana Awwad
09Feb26 - Will be reviewed during MRP/MYC cycle","QC Cell Bank uses a Chemometec NucleoCounter NC-200 to support testing of cell banks manufactured at 200SW for CHO platform clinical programs. This instrument is operationally similar to the instrument used in the cell bank manufacturing process, the Chemometec NC-202.",thomas.ferris@takeda.com,Nova Flex 2 Commissioned and Qualified for QC Cell Bank. Instrumentation will be aligned between cell bank manufacturing and cell bank QC testing.,Pending,"Cell Bank Manufacturing has made the business decision to acquire and qualify a Nova Flex 2 Cell Counter to support future manufacturing operations following two events linked to the NC-202:

PR 4981405
PR 5003827","Aligning with cell bank manufacturing instrumentation will negate additional studies and cost required to bridge the current state instrument in QC to the future state instrument in cell bank manufacturing. Additionally, future deviation events related to the NC-200 may be avoided.",,200 Shire Way; 300 Shire Way,200SW - QUAL - Nova Flex 2 Cell Counter,,Standard Project,,,200SW - QUAL - Nova Flex 2 Cell Counter,Thomas Ferris,1062257,1,0,0,,,2025-12-10 05:00:00.0000000,2026-04-21 18:39:59.0000000,,2025-12-02 23:42:18.0000000,,23949681,2027-03-31 04:00:00.0000000,"QC timeline based on CB MFG need by date to support future operations. See ""[FY26] - 200SW - INNOV - Nova Flex 2 Cell Counter""",7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,8277f615-6266-4dd3-aa98-c56f16a0d93f
122027a3-0839-f111-88b4-70a8a53eb3d2,"This Line-Item Capital Purchase will involve the procurement of 3 units of Ionpure LXHI-30 Modules ($19,642.00 EA) as well as 1 unit of Ionpure LXHI-18 Module ($14,772 EA). The total cost will be $73,698.00. These new CDIs will allow for 400SW RO Train #1 (A/N 125544) and 300SW RO Train #2 (A/N 104252) to remain (reliabily) operational, and the new CDI assets are expected to last at least 8 years (dependent on proper maintenance and refurbishment).","As of 15APR26, 400-CDI-7100-71, 400-CDI-7100-72, and 400-CDI-7100-72 (400-X-7100, Purified Water Pre-Treatment Generation Train 1), as well as 400-CDI-01 (400-RO-01, Reverse Osmosis Skid #2, 300-X-7160), are all displaying high intake and low output pressure. This is indicative of a restricted flow condition that is negatively impacting CDI and therfore RO train performance.",,"The desired new state is the replacement of 400-CDI-7100-71, 400-CDI-7100-72, and 400-CDI-7100-72 (400-X-7100, Purified Water Pre-Treatment Generation Train 1), as well as 400-CDI-01 (400-RO-01, Reverse Osmosis Skid #2, 300-X-7160) with new CDI units. This will allow for reliable RO operation and therefore PW production.",Pending,The problem was discovered by Facilities/Maintenance via intermittent system alarms for CDI high pressure.,"This high intake pressure, low output pressure condition set is indicative of retrsicted flow through the CDIs. This restricted flow is currently impacting purified water stream throughput. This flow restriction is expected to worsen with time, and will eventually prevent the resptive RO trains from operating. If 400SW RO Train #1 or 300SW RO Train #2 are shutdown, 400SW and 300SW will be fully reliant on each of their 1 remaining RO trains to produce purified water. Further CDI failures without available replacements could jeopordize PW production and manufacturing operations.",,300 Shire Way; 400 Shire Way,400SW - AIMP - RO Train CDIs Replacement,,Simple Project,,,400SW - AIMP - RO Train CDIs Replacement,Timothy Allen,1062215,1,0,0,,,,2026-04-17 14:23:19.0000000,,2026-04-15 20:21:38.0000000,,23895458,2026-05-01 04:00:00.0000000,"These CDIs are needed for the replacement of the CDIs in service on 400SW RO Train #1 and 300SW RO Train#2 as soon as possible. These inline CDIs are showing high intake/upstream pressure indicative of restricted flow, which is negatively impacting throughput from the purified water stream. The continued effective operation of these RO trains is at risk if their CDIs are not soon replaced by the requested new units.",7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,ebe611a5-22b6-4c91-a9a7-14127ae93f13
5ea428df-a439-f111-88b4-0022481fc755,,"The site maintains a fleet of chambers. In order to minimize risk of aging equipment, routine replacement is recommended.",dominique.ohalloran1@takeda.com,Replace equipment to support the overall health of the chamber fleet and introduce predictive monitoring capabilities through the APMS system,Pending,Routine investment,"Chambers are use across the site for manufacturing, supply chain and QC operations.",,300 Shire Way,[FY26] 300SW - AIMP - Environmental Chamber Replacement,,Standard Project,,,[FY26] 300SW - AIMP - Environmental Chamber Replacement,Michael Allen,1061498,1,0,0,,,,2026-04-16 15:55:50.0000000,,2026-04-16 14:59:58.0000000,,23884072,2027-03-31 04:00:00.0000000,Continuous improvement,7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,df5ec455-709c-4745-9a0e-83ee131763b6
564de39d-db9e-f011-b41b-7c1e527d2157,,"The site maintains a fleet of chambers. In order to minimize risk of aging equipment, routine replacement is recommended.",,Replace equipment to support the overall health of the chamber fleet and introduce predictive monitoring capabilities through the APMS system,Pending,Routine investment,"Chambers are use across the site for manufacturing, supply chain and QC operations.",,North Reading Warehouse,[FY26] 200RPD - AIMP - Environmental Chamber Replacement,,Standard Project,,,[FY26] 200RPD - AIMP - Environmental Chamber Replacement,Michael Allen,1059646,1,0,0,,,2025-10-10 04:00:00.0000000,2026-04-06 14:56:36.0000000,,2025-10-02 04:00:00.0000000,,23884056,2027-03-31 04:00:00.0000000,Continuous improvement,7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,df5ec455-709c-4745-9a0e-83ee131763b6
84bc98c6-9f39-f111-88b4-7c1e5215f4b4,,Seeing increased failures and performance issues on the 31 Tube Sealers located on site. Routine Replacement is recommended.,edward.castronova@takeda.com,Replace equipment to eliminate failures caused by old equipment.,Pending,Escalated by Manufacturing and supported by Facilities.,"Tube Sealers are used in the Manufacturing process. While some redundancy exists, this equipment is required for forward processing.",,400 Shire Way,[FY26] - 400SW - AIMP - Tube Sealers Replacement Downstream,,Standard Project,,,[FY26] - 400SW - AIMP - Tube Sealers Replacement Downstream,Michael Allen,1062096,1,0,0,,,,2026-04-16 14:54:48.0000000,,2026-04-16 14:25:58.0000000,,23883516,2027-03-31 04:00:00.0000000,Continuous Improvement,7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,2e206058-c2e1-46c0-b68c-28eeb02607e3
762c2bc4-db9e-f011-b41b-7c1e52598de0,,Seeing increased failures and performance issues on the 31 Tube Sealers located on site. Routine Replacement is recommended.,,Replace equipment to eliminate failures caused by old equipment.,Pending,Escalated by Manufacturing and supported by Facilities.,"Tube Sealers are used in the Manufacturing process. While some redundancy exists, this equipment is required for forward processing.",,400 Shire Way,[FY26] - 400SW - AIMP - Tube Sealers Replacement Upstream,,Standard Project,,,[FY26] - 400SW - AIMP - Tube Sealers Replacement Upstream,Adam Kulczyk,1059732,1,0,0,,,2025-10-06 04:00:00.0000000,2026-03-10 15:26:45.0000000,,2025-10-02 04:00:00.0000000,,23883481,2027-03-31 04:00:00.0000000,Continuous Improvement,7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,2e206058-c2e1-46c0-b68c-28eeb02607e3
f57acc37-4801-f111-8406-7c1e52146c0e,"The project is not endorsed yet. It is expected to go to MSC, after which the project can be officially kicked off.",TAK-921 is currently not manufactured at MBO.,,TAK-921 is manufactured at MBO.,Pending,New business development deal for Takeda introduced this product to the company portfolio. There is a request to evaluate the potential for this product to be tech transferred to MBO.,Increased manufacturing demand and supply.,,400 Shire Way,400SW - NPI - TAK-921 Tech Transfer (Project Iron),New Product Introduction,Standard Project,,,400SW - NPI - TAK-921 Tech Transfer (Project Iron),Yong Wang,,1,0,0,,,,2026-02-04 14:48:14.0000000,,2026-02-03 21:41:54.0000000,,23878787,2027-11-30 05:00:00.0000000,"TAK-921 is a new product in the pipeline that is being evaluated for potential tech transfer to 400 Shire Way. If selected, we would need to tech transfer the product for potential manufacturing in FY27.",7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,1ae4535a-c129-4f33-9f76-1ba698be262a
0ac05512-3108-f111-8406-7c1e5247a2b3,"14APR26 - Reached out to Linda Donnelly, she mentioned we can cancel this project idea as there is no significant savings to be calculated at this point. 

I had this idea a few months ago and today 12FEB was the first team meeting to formally work to bring in the new EZ Dover bags so today I spoke with Thomas Johnson of my idea, which he liked and asked him to reach out to the vendor for viability of a cost reduction recycling program. More to come.",Current WD bags do not have plastic clips or handles so no recycling plan required.,,"A simple functioning clip and handle recycling process to reduce production of more clips and handles at the vendor and reduce unneccesary landfill waste and receive a cost reduction of the price of the bags we will be purchasing. Possibly reduction by recyled bag weight returned to vendor could be a  way to cost out reductions of WD WO bag purchasing. To reduced Takeda bag purchased cost, reduce Takeda waste to landfill and reduct more production at vendor of more clips and handles. Thomas Johnson is contacting the vendor on my behalf.",Cancelled,I thought of this recycle option of the clip and handles after seeing the WD new weigh out bag option and was I concerned at the amount of waste after each weigh bag was used and placed in the waste container. My goals was to reduce waste with a recycling cost-savings method thus help reduce landfill waste and decrease overall cost of bags.,The media and buffer team members would simply place clips and handles (with one snip using scissors) in recycle bin next to regular waste bin. The FAC cleaners would remove once full and bring to warehouse to ship out. Details would need to be worked out.,,400 Shire Way,Purchasing of new EZ Dover WD bags - possibly recycle clips and bag handles - waste and cost reduction effort,,,,,Purchasing of new EZ Dover WD bags - possibly recycle clips and bag handles - waste and cost reduction effort,Jason Picard,,1,0,0,,,,,,2026-03-03 17:16:46.0000000,,23874138,2026-08-11 04:00:00.0000000,New weigh and dispense EZ Dover bags are being considered . These new bags had a approximately 1 foot heavy thick plastic bag clip (1) and similar plastic bag handles (2). I contacted Thomas Johnson our buyer to ask the vendor is we could have a cost reduction initiative to recycle and return the clips and the handles and to possibly negotiate the vendor to reduce the overall bag cost because of this recycling program (possible by weight returned). This iniative would also reduce Takeda trash waste and trash weight. With the increase of BRX there will be a tremendous amount of WD bags going to landfills.,2. Prioritization,04d25798-3a42-ee11-bdf5-000d3a8fd327,0059634d-dfb9-42fb-bf35-d94a1ff6afa3
915dfad9-e5ca-f011-bbd3-002248271486,"Expected multple waves of implementation: ~$211,000 in CTL reduced spend and ~6800FTE hours in capacity gained","Some of the key contributors are:
Extended assay preparation times with embedded waste.
Multiple raw materials eligible for the reduced testing program.
Multiple activity assays completed that are not required for lot release.",,"Transformational improvement to capacity with identified and captured value creation through standardization of work, best practices, reduced waste, a utilized reduced testing program, and elmination of information-only assays.",Pending,"OPE analysis, process monitoring, capacity modeling, hypothesis tree development, leadership feedback, declared process times, system measurements (LIMS, SuccessFactors, etc), structured observations","Impact to QC performance including overall schedule adherence, productivity, contractor spend, and quality performance attributes",,200 Shire Way; 300 Shire Way; 185 Alewife Brook Parkway; 400 Shire Way; 205 Alewife Brook Parkway; North Reading Warehouse,"[OPEX] 300SW - AGILE - QC Booster - Workstream 4 (Testing Optimization, Reduced RM Testing, Reduced Activity Testing)",,Simple Project,,,"[OPEX] 300SW - AGILE - QC Booster - Workstream 4 (Testing Optimization, Reduced RM Testing, Reduced Activity Testing)",Maggie Seibel,1057917,1,0,0,,,,2026-04-07 13:39:49.0000000,,2025-12-03 18:46:36.0000000,,23831210,2027-03-31 04:00:00.0000000,"Current QC Lab Capacity is unable to support current & future demands. 
MBO QC need to be prepared to be the launch center of excellence, based on LoF and the Global QC Network Strategy",7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,daf1bf4e-9ac8-4e93-b50e-54b0dc21e997
75974fe6-8432-f111-88b4-7c1e52146908,,"QC Benchtop Equipment:
Maintenance is not optimized based on equipment performance, vendor service levels, or fleet size.

Material:
QC Spend on material is high. We have not engaged procurement for best prpicing on frequently used materials.",,Optimized equipment maintenance and material spend.,Pending,QC Boost Diagnostic,Optimized equipment maintenance and material spend.,,300 Shire Way,[OPEX] 300SW - AGILE - QC Booster - Workstream 5 (QC Equipment and Material),,Simple Project,,,[OPEX] 300SW - AGILE - QC Booster - Workstream 5 (QC Equipment and Material),Maggie Seibel,1057917,1,0,0,,,,2026-04-07 13:39:40.0000000,,2026-04-07 13:24:07.0000000,,23831204,2026-12-31 05:00:00.0000000,To support resource allocation for QC Boost Transformation Project.,7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,daf1bf4e-9ac8-4e93-b50e-54b0dc21e997
08fbfb71-a62e-f111-88b4-7c1e52146908,,Quality Control personnel spend 33% of their time performing a number of lab support processes and activities.,,The outcome of this TIP is to identify the waste within the top 3 lab support processes and create an implementation plan to eliminate that waste.,Pending,The QC Boost process evaluated opportunities and prioritized this based on the total time savings.,The time spent on lab support operations could be spent on other activities that are more critical to QC operations.,,300 Shire Way; North Reading Warehouse,[OPEX] 300SW - AGILE - QC Booster - Workstream 3 (Lab Support Process Efficiency),,Simple Project,,,[OPEX] 300SW - AGILE - QC Booster - Workstream 3 (Lab Support Process Efficiency),Maggie Seibel,1057917,1,0,0,,,,2026-04-03 15:30:59.0000000,,2026-04-02 15:13:35.0000000,,23786535,2026-09-29 04:00:00.0000000,This is the first TIP for the lab support process efficiency workstream of the QC Boost.,7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,daf1bf4e-9ac8-4e93-b50e-54b0dc21e997
628acecc-a02e-f111-88b4-7c1e52146c0e,N/A,Currently scheduling has no optimal batch sizing and is entirely manual.,,Tip 1 will result in identifification of data corrections required for a future digital solution and improvement from 64% batch optimization to 75% batch optimization.,Pending,The QC Boost process evaluated opportunities and prioritized this based on the total time savings.,"Batch optimziation will result in a savings of 4,950 hours of savings.",,300 Shire Way; North Reading Warehouse,[OPEX] 300SW - AGILE - QC Booster - Workstream 2 (Optimize Batching & Schedule Efficiency),,Simple Project,,,[OPEX] 300SW - AGILE - QC Booster - Workstream 2 (Optimize Batching & Schedule Efficiency),Maggie Seibel,1057917,1,0,0,,,,2026-04-03 15:30:53.0000000,,2026-04-02 14:33:08.0000000,,23786530,2026-09-29 04:00:00.0000000,This is the first tip for the scheduling related activities and is a pre-requisite to later ditial opportunities.  Additionally this tip puts in place optimal batch sizing which will result in immediate benefit ahead of any digital solution.,7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,daf1bf4e-9ac8-4e93-b50e-54b0dc21e997
2625111f-fb2d-f111-88b4-7c1e52146695,,QC spends Around 20 hrs/yr going to meetings. Lack of QC focussed tier governance and lack of leading KPIs to dirve performance. Lack of LSW and process confirmation.,,"Optimized meetings with governance and plans to sustain in place. Reducing NVA meetings 
Fabriq system uitilized with improved KPIs
LSW in place to support sustainment of improvements",Pending,Via AOS Booster approach.,"Opportunities to reduce/eliminate/combine meetings will create capacity value to QC teams.
Improved tiered governance will put additional focus on QC and better allignment of decisions and information flow.",,300 Shire Way,"[OPEX] 300SW - AGILE - QC Booster - Lever 1 (Meeting Optimization, LSW, Fabriq/Tiers)",AGILE-Operational Excellence,Simple Project,,,"[OPEX] 300SW - AGILE - QC Booster - Lever 1 (Meeting Optimization, LSW, Fabriq/Tiers)",Maggie Seibel,1057917,1,0,0,,,,2026-04-02 16:55:13.0000000,,2026-04-01 18:47:19.0000000,,23773488,2026-07-27 04:00:00.0000000,QC Booster identified opportunities for meeting optimzation and improved tiered goervance to enable value creation in QC.,7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,daf1bf4e-9ac8-4e93-b50e-54b0dc21e997
